video_id,subject,scene,quality,relevance,verified,video_length,action_id,action_index,action,action_name,object_id,object_name,verb_id,verb_name,start_seconds,end_seconds,duration_seconds,clip_start_seconds,clip_end_seconds,clip_duration_seconds,objects,descriptions
RNCN8,T7C3,Dining room,7,7,Yes,29.38,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,17.9,30.0,12.1,15.9,29.38,13.48,floor;laptop;mirror;phone/camera;picture;table,A person is holding a picture. A person then opens a laptop and lies down on the floor.;A person is looking at themselves in a mirror.  They then pickup their laptop and lay down on the floor with it. They open up the laptop and begin to work on it.
OSCS2,1TZV,Bedroom,7,7,Yes,35.58,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,8.5,31.4,22.9,6.5,33.4,26.9,bed;blanket;clothes;pillow;window,"The person awoke from bed holding a blanket. The person set down the blanket and got dressed. The person then moved to the window to look outside.;A person is laying in bed  holding a pillow, they then get up and star dressing themselves in front of a mirror."
55DDW,D0RU,Recreation room / Man cave,7,7,Yes,38.75,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,3.4,40.0,36.6,1.4,38.75,37.35,book;chair;desk;laptop;table,"A person is seated at a desk, head on a book and sleeping (with eyes open). The person then awakens and smiles as the belly is exposed.;A person is sitting in a chair reading a book in front of a laptop."
1Q4SL,FNK4,Bathroom,7,7,Yes,30.88,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,20.1,32.0,11.9,18.1,30.88,12.78,cup;door;glass;hair;light;mirror;shoe;soda can;water,"A person laughs drinks and drinks Coke while seated on a sink, then stands and looks at themselves in a mirror before picking up shoes from the floor,  opening a door, turning off a light, and walking out of the room.;A person is sitting in a bathroom drinking some water from a glass and laughing, they then look at themselves in a mirror, pick up some shoes, and leave."
VIKQG,54JK,Living room,7,7,Yes,19.08,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,9.5,20.0,10.5,7.5,19.08,11.58,shoe,A person runs into the room picks up shoes and runs back out
MCNRZ,QB52,Dining room,7,7,Yes,30.04,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,31.0,31.0,0.0,30.04,30.04,chair;coffee;cup;dish;laptop;table,A person sitting at a table fixes a laptop. The person drinks from a coffee cup and sets it back on the table.
372CC,6RE8,Recreation room / Man cave,7,7,Yes,30.5,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,31.0,31.0,0.0,30.5,30.5,chair;desktop;laptop;table,"A person is sitting in front of a computer sneezing.;This person is sitting at a desk, watching something on laptop and then starts to sneeze."
L8Y8D,G6WD,Kitchen,7,7,Yes,54.71,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,29.1,29.1,0.0,31.1,31.1,closet/cabinet;cup;dish;food;glass;pan;refrigerator;spoon;stove;water,"Person stirs food on the stove, turns and gets a glas out of the cupboard and then goes to the refrigerator, gets some water, and drinks it;A person is standing in front of a stove, using a spatula to cook food in a pan. After a few seconds, the person turns around grabs a class, and fills it with water from the refrigerator and closing it."
JG7BS,C7O9,Pantry,7,7,Yes,30.62,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,32.0,32.0,0.0,30.62,30.62,bottle;glass;shelf;vacuum,"Person #1 is standing in the pantry pouring a drink, then drinking from the glass and placing the bottle on a shelf. Person #2 is standing just outside the pantry leaning on a vacuum, watching the other person."
9X6DL,0KZ7,Stairs,7,7,Yes,26.25,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,15.0,27.0,12.0,13.0,26.25,13.25,book;cup;glass;phone;steps;water,"A person is sitting against a wall on some steps while reading a book. The person picks up a cell phone and looks at it and then places it on one of the steps. The person then picks up a glass of water, takes a drink and sets it back down onto the step."
QNHM7,ID9V,Garage,7,7,Yes,26.0,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,10.1,19.2,9.1,8.1,21.2,13.1,coffee;cup;dish;glass;shelf;table,A person is running in a garage. They pick up a cup of coffee from a shelf and drink it before putting it on a table.
CN5G4,T7C3,Dining room,7,7,Yes,43.92,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,0.0,27.9,27.9,0.0,29.9,29.9,cabinet;chair;food;medicine;sandwich;table,"The person is eating a sandwich then gets up to get their pills and falls.;A person eats a sandwich while sitting at the table. They get up to leave and fall over, then grab some medicine from a cabinet."
IR31O,FNK4,Living room,7,7,Yes,30.96,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,0.0,32.0,32.0,0.0,30.96,30.96,book;couch;cup;glass;lamp;sofa;table;woman,A woman sitting with a book and grabbing a glass and taking a drink.;A person is sitting down on the sofa reading a book and drinking a glass of water.
WMBOO,ZAWX,Pantry,7,7,Yes,33.29,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,33.8,33.8,0.0,33.29,33.29,cabinet;door;floor;food;groceries;shelf;towel,"A person sitting on the floor opens a cabinet, puts some items on the shelf, closes the cabinet, gets up and walks away."
8AT69,2RTW,Living room,7,7,Yes,30.46,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,31.0,31.0,0.0,30.46,30.46,blanket;sofa;television,A person sits on the sofa covered with a blanket and watches tv.
V34GF,0KZ7,Dining room,7,7,Yes,20.83,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,0.0,19.5,19.5,0.0,20.83,20.83,counter;cup;dish;doorway;glass;table;water,"A person is standing drinking a glass of water. They put the glass on a counter and walk out of the room.;A person is standing in a doorway, drinking from a glass. They put it down on the counter and walk away."
B5R5B,PKND,Hallway,7,7,Yes,31.38,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,4.4,32.0,27.6,2.4,31.38,28.98,door;food;phone;sandwich;stairs,a person runs in and talks on the phone while holding food;A person runs inside excitedly with a sandwich in hand and pulls out their phone and has a conversation.
5HJ2H,EA2K,Stairs,7,7,Yes,31.92,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,33.0,33.0,0.0,31.92,31.92,bag;floor;food;phone;sandwich;shoe,"A person tidies items from the stairs while attempting to ascend them, all while eating a sandwich.;A person walks up the stairs while holding a phone and eating a sandwich. The person moves around items on the stairs, including a pair of shoes."
FACX2,CO1W,Bedroom,7,7,Yes,30.46,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,0.0,31.0,31.0,0.0,30.46,30.46,bed;camera;phone;screwdriver,Using a screwdriver on a camera while laying in bed
V2DAA,4OHY,Living room,7,7,Yes,29.5,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,0.0,30.0,30.0,0.0,29.5,29.5,chair;food;pillow,A person is sitting in a chair eating. The person sneezes and then grabs a pillow.;Person sitting in a chair while eating some food then put a pillow in the chair.
DLQIT,PO5L,Basement (A room below the ground floor),7,7,Yes,38.25,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,5.1,16.6,11.5,3.1,18.6,15.5,book;chair;cup;glass;paper,"The person walked to the end of the hall and sat on a chair, poured water into a glass took a drink and then briefly looked at a book before getting back up.;a person goes and sits on a chair and pours themselves a drink then does some work"
5VJ1X,3H6W,Bathroom,7,7,Yes,29.04,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,0.5,20.9,20.4,0.0,22.9,22.9,chair;cup;dish;glass;hand;sink;towel;water,"A young man walking into the bathroom, washing his hands, drying them, and then drinking a glass of water."
491X2,KFGP,Home Office / Study (A room in a house used for work),7,7,Yes,35.29,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,36.0,36.0,0.0,35.29,35.29,chair;desk;laptop;table;towel,A person sitting at a desk is working on a laptop. They stop to tidy the desk.
WPPAT,WQ8Z,Living room,7,7,Yes,27.38,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,4.2,16.1,11.9,2.2,18.1,15.9,cabinet;doorway,A person opens a cabinet and takes something out of it.
AM3R2,L4ZP,Living room,7,7,Yes,26.04,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,0.0,10.4,10.4,0.0,12.4,12.4,blanket;cup;mug;pillow;sofa,A person runs around a room holding a pillow and mug. The person throws the pillow down and then sits down on a sofa.;A person runs around the room with a blanket and a cup and then sits on the sofa.
SU2UY,0RNU,Garage,7,7,Yes,30.0,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,31.0,31.0,0.0,30.0,30.0,cup/glass/bottle;drink;floor;laptop;pillow,A person is sitting on a pillow while working on a laptop.  They occasionally have something to drink.
VXNGC,CO1W,Stairs,7,7,Yes,30.29,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,31.0,31.0,0.0,30.29,30.29,blanket;laptop,The person is standing on the stairs with a blanket on their back. They are smiling as they work on their laptop.
622EX,2RTW,Living room,7,7,Yes,30.25,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,26.1,26.1,0.0,28.1,28.1,bed;food;pillow;pot;television,"This person is mixing something while standing in the living room, watching television, sets down the pot, picks up a pillow and tosses it."
4O32W,2Q9D,Pantry,7,7,Yes,30.33,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,31.0,31.0,0.0,30.33,30.33,cup;doorway;glass;shoe;water,A person is holding shoes and drinking water in front of a pantry
TE5P7,WG9D,Pantry,7,7,Yes,17.12,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,5.8,17.8,12.0,3.8,17.12,13.32,bottle;counter;food;glass;refrigerator,"a person getting a bottle out of a refrigerator, pouring a drink in a glass and drinking it then sitting the bottle and glass on a counter"
WSLMS,D0RU,Hallway,7,7,Yes,30.62,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,16.4,24.9,8.5,14.4,26.9,12.5,can;cup;dish;doorway;floor;glass;shoe,"The person walks out the room while drinking. When done, the person puts down the glass and takes off shoes"
XECIL,UTJM,Pantry,7,7,Yes,32.92,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,0.0,27.5,27.5,0.0,29.5,29.5,bag;cabinet;chips;food;napkin;sandwich;towel,"Person eats sandwich, open cabinet, grab food out, pours food on plate, puts food away, grabs napkin, wipe mouth."
DNWCR,70CN,Living room,7,7,Yes,30.92,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,0.7,32.0,31.3,0.0,30.92,30.92,couch;phone;shoe;sofa,"A person runs into the living room while carrying shoes, sits on the couch, and puts on the shoes.;A person runs through a living room, sits down on a couch, setting a phone down. The person then begins putting on shoes."
8ENLP,Z68L,Bedroom,7,7,Yes,31.21,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,32.0,32.0,0.0,31.21,31.21,blanket;clothes;floor;jacket;pillow;shoe;towel,"person is sitting on floor, puts towel on head, takes off shoes and jacket.;There is a person sitting on the floor holding a pillow.  That same person then puts a towel over their head and takes off a sweater."
92NRK,QB52,Home Office / Study (A room in a house used for work),7,7,Yes,30.42,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,31.0,31.0,0.0,30.42,30.42,blanket;chair;food;television;towel,"A person sits in a chair, cuddling with a blanket and eating.;A person is sitting in a chair, snuggling with a towel.  The person is also eating some food."
